name,director,producer,Importer,Distributor,date,year,month,country,screen,audience,genre,limit,actor1,actor2,actor3,star
극장판메탈베이블레이드VS태양작열의침략자솔블레이즈,스기시마쿠니히사,,애니박스엔터테인먼트,(주)미디어데이,2011-01-05,2011,1,일본,120,70051,애니메이션,전체관람가,카나다아키,마에노토모아키,,6.09
별을쫓는아이,신카이마코토,,"에이원엔터테인먼트,(주)박수엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트",2011-08-25,2011,8,일본,139,52159,애니메이션,전체관람가,카네모토히사코,이리노미유,이노우에카즈히코,7.93
발레리안:천개행성의도시,뤽베송,,판씨네마(주),판씨네마(주),2017-08-30,2017,8,프랑스,629,511931,액션,12세이상관람가,카라델레바인,데인드한,,7.81
오큘러스,마이크플래너건,,(주)메인타이틀픽쳐스,씨네그루(주)다우기술,2014-05-29,2014,5,미국,336,279488,미스터리,15세이상관람가,카렌길런,브렌튼스웨이츠,케이티색코프,7.41
니코:산타비행단의모험,"캐리주스넌,요르겐레르담",,데이지엔터테인먼트,씨너스엔터테인먼트(주),2012-12-25,2012,12,핀란드,306,407264,애니메이션,전체관람가,카리히타라티,,,8.46
키즈모노가타리I:철혈편,신보아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-06-30,2016,6,일본,74,24492,애니메이션,15세이상관람가,카미야히로시,사카모토마아야,호리에유이,7.97
예전부터계속좋아했어~고백실행위원회~,야나기자와테츠야,,(주)엔케이컨텐츠,(주)디스테이션,2016-09-29,2016,9,일본,77,16187,애니메이션,전체관람가,카미야히로시,토마츠하루카,카지유우키,7.99
키즈모노가타리II:열혈편,신보아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-10-20,2016,10,일본,69,15800,애니메이션,15세이상관람가,카미야히로시,사카모토마아야,호리에유이,8.51
키즈모노가타리III:냉혈편,신보아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,2017,5,일본,81,11302,애니메이션,15세이상관람가,카미야히로시,사카모토마아야,호리에유이,8.38
너의이름은.,신카이마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,2017,1,일본,947,3637122,애니메이션,12세이상관람가,카미키류노스케,카미시라이시모네,,8.75
화이트고릴라,안드레스G.슈에,,(주)소나무픽쳐스,"(주)마인스엔터테인먼트,(주)박수엔터테인먼트",2013-10-31,2013,10,스페인,182,71796,애니메이션,전체관람가,카이스트로인크,누리아트리폴,,8.23
극장판유희왕:시공을초월한우정,타케시타켄이치,,대원미디어(주),대원미디어(주),2011-02-24,2011,2,일본,103,60371,애니메이션,전체관람가,카자마슌스케,켄,미야시타유야,7.82
진격의거인:홍련의화살,아라키테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-01-28,2015,1,일본,82,24450,애니메이션,15세이상관람가,카지유우키,이시카와유이,이노우에마리나,7.28
파퍼씨네펭귄들,마크워터스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-09-07,2011,9,미국,333,979739,코미디,전체관람가,칼라구기노,짐캐리,안젤라랜즈베리,8.51
저지드레드3D,피트트래비스,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-12-06,2012,12,영국,184,48341,SF,청소년관람불가,칼어번,올리비아썰비,제이슨코프,7.35
빌리와용감한녀석들2,닉힐아드바니,,㈜코리아스크린,(주)에스비에스콘텐츠허브,2013-02-21,2013,2,인도,289,306837,애니메이션,전체관람가,캐리엘위스,크리스토퍼로이드,제인린치,7.3
꼬마영웅바비,지안밍후앙,,(주)나우콘텐츠,와이드릴리즈(주),2018-05-30,2018,5,중국,317,18512,애니메이션,전체관람가,캐리월그렌,체비체이스,존헤저,8.43
사랑은언제나진행중,바트프룬디치,필름디파트먼트,"데이지엔터테인먼트,(주)토마스엔터프라이즈",(주)시너지하우스(시너지),2010-03-11,2010,3,미국,181,52193,코미디,15세이상관람가,캐서린제타존스,저스틴바사,,8.12
갤로우즈,"트래비스클러프,크리스로핑",,워너브러더스코리아(주),워너브러더스코리아(주),2015-09-03,2015,9,미국,299,87301,공포(호러),15세이상관람가,캐시디지포드,파이퍼브라운,라이언슈즈,6.84
코드네임제로니모,존스톡웰,,주식회사풍경소리,씨너스엔터테인먼트(주),2012-12-13,2012,12,미국,108,23462,액션,15세이상관람가,캠지갠뎃,윌리암피츠너,로버트네퍼,6.23
업사이드다운,후안디에고솔라나스,,(주)나이너스엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2012-11-08,2012,11,캐나다,309,174879,SF,12세이상관람가,커스틴던스트,짐스터게스,,6.52
오리엔트특급살인,케네스브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-29,2017,11,미국,707,864757,드라마,12세이상관람가,케네스브래너,조니뎁,데이지리들리,8.02
스트레스를부르는그이름직장상사,세스고든,,워너브러더스코리아(주),워너브러더스코리아(주),2011-11-17,2011,11,미국,117,51646,코미디,청소년관람불가,케빈스페이시,제니퍼애니스톤,콜린파렐,6.8
드래프트데이,이반라이트만,,(주)포커스엔터테인먼트,(주)영화사빅,2014-07-10,2014,7,미국,82,10119,드라마,12세이상관람가,케빈코스트너,제니퍼가너,톰웰링,8.29
언더월드4:어웨이크닝,"만스말린드,비욘스테인",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-22,2012,2,미국,343,200038,액션,청소년관람불가,케이트베킨세일,인디아아이슬리,마이클엘리,7.75
언더월드:블러드워,안나포에스터,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-11-30,2016,11,미국,183,72071,액션,15세이상관람가,케이트베킨세일,테오제임스,브래들리제임스,6.12
러브앤프렌즈,루크그린필드,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-06-16,2011,6,미국,207,110795,드라마,15세이상관람가,케이트허드슨,지니퍼굿윈,존크래신스키,7.02
파라노말액티비티,오렌펠리,브름하우스프로덕션,㈜코리아스크린,(주)넥스트엔터테인먼트월드(NEW),2010-01-13,2010,1,미국,187,446510,공포(호러),12세이상관람가,케이티피더스턴,미카슬로앳,마크프레드릭스,5.58
파라노말액티비티3,"헨리유스트,아리엘슐만",,씨제이이앤엠(주),씨제이이앤엠(주),2011-10-20,2011,10,미국,180,131437,공포(호러),12세이상관람가,케이티피더스턴,스프라그그레이든,,6.94
파라노말액티비티4,"아리엘슐만,헨리유스트",파라마운트,씨제이이앤엠(주),씨제이이앤엠(주),2012-10-25,2012,10,미국,173,54461,스릴러,15세이상관람가,케이티피더스턴,캐서린뉴튼,브래디알렌,5.05
돈비어프레이드:어둠속의속삭임,트로이닉시,,,(주)화앤담이엔티,2011-08-25,2011,8,미국,232,70506,공포(호러),15세이상관람가,케이티홈즈,가이피어스,,5.41
타잔3D,라인하드클루스,,우성엔터테인먼트,(주)싸이더스,2014-01-09,2014,1,독일,527,597142,애니메이션,전체관람가,켈란루츠,스펜서로크,,7.58
헤라클레스:레전드비긴즈,레니할린,,(유)조이앤컨텐츠그룹,(주)넥스트엔터테인먼트월드(NEW),2014-04-10,2014,4,미국,390,221327,액션,15세이상관람가,켈란루츠,스콧앳킨스,록산느맥키,6.32
파라노만,"샘펠,크리스버틀러",,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2013-02-07,2013,2,미국,54,10654,애니메이션,12세이상관람가,코디스밋맥피,케이시애플렉,터커알브리지,8.08
블레어위치,아담윈가드,,㈜코리아스크린,㈜코리아스크린,2016-11-23,2016,11,미국,172,46285,공포(호러),15세이상관람가,코빈리드,웨스로빈슨,발로리커리,5.91
토탈리콜,렌와이즈먼,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-08-15,2012,8,미국,448,1219637,SF,15세이상관람가,콜린파렐,케이트베킨세일,제시카비엘,7.27
런던블러바드,윌리엄모나한,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-09-20,2012,9,미국,131,15539,범죄,15세이상관람가,콜린파렐,키이라나이틀리,,5.85
퍼펙트,닐스아르덴오플레브,,(주)영화사폴,(주)마인스엔터테인먼트,2013-09-25,2013,9,미국,136,17916,액션,청소년관람불가,콜린파렐,누미라파스,테렌스하워드,6.67
킹스스피치,톰후퍼,,(주)영화사그랑프리,(주)화앤담이엔티,2011-03-17,2011,3,영국,317,806248,드라마,12세이상관람가,콜린퍼스,제프리러쉬,헬레나본햄카터,8.28
킹스맨:시크릿에이전트,매튜본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-02-11,2015,2,미국,706,6125154,액션,청소년관람불가,콜린퍼스,태런에저튼,사무엘L.잭슨,8.82
극장판메이저:우정의강속구,카토타카오,,에이원엔터테인먼트,에이원엔터테인먼트,2011-10-20,2011,10,일본,105,11162,애니메이션,전체관람가,쿠마이모토코,모리쿠보쇼타로,,9.07
파라노말액티비티:더고스트디멘션,그레고리플로킨,,(주)다자인소프트,(주)박수엔터테인먼트,2016-04-21,2016,4,미국,353,54972,미스터리,15세이상관람가,크리스J.머레이,브릿쇼,아이비조지,5.58
데블,존에릭도들,미디어라이트캐피탈,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2010-11-04,2010,11,미국,190,118286,공포(호러),15세이상관람가,크리스메시나,로건마샬그린,제니오하라,7.38
설국열차,봉준호,"(주)모호필름,오퍼스픽쳐스",,씨제이이앤엠(주),2013-08-01,2013,8,한국,1128,8914845,SF,15세이상관람가,크리스에반스,송강호,에드해리스,7.97
퍼스트어벤져,조존스톤,,씨제이이앤엠(주),씨제이이앤엠(주),2011-07-28,2011,7,미국,363,514417,액션,12세이상관람가,크리스에반스,토미리존스,휴고위빙,7.53
타임투러브,저스틴리어든,,(주)엔케이컨텐츠,(주)인벤트스톤,2014-10-23,2014,10,미국,201,23597,코미디,청소년관람불가,크리스에반스,미셸모나한,애슐리티스데일,8.12
캣츠앤독스2,브래드페이튼,시디2필름,워너브러더스코리아(주),워너브러더스코리아(주),2010-09-16,2010,9,미국,161,109667,가족,전체관람가,크리스오도넬,베트미들러,닉놀테,7.57
엑소더스:신들과왕들,리들리스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-12-03,2014,12,미국,865,1511145,드라마,12세이상관람가,크리스찬베일,조엘에저튼,,7.08
다크나이트라이즈,크리스토퍼놀란,,워너브러더스코리아(주),워너브러더스코리아(주),2012-07-19,2012,7,미국,1210,6396528,액션,15세이상관람가,크리스찬베일,조셉고든레빗,게리올드만,9.01
애프터라이프,아그네츠카보토위츠보슬루,레쥬,(주)영화사아이비젼,(주)시너지하우스(시너지),2010-09-02,2010,9,미국,185,122963,드라마,15세이상관람가,크리스티나리치,리암니슨,저스틴롱,6.48
개구쟁이스머프2,라자고스넬,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-01,2013,8,미국,478,869805,애니메이션,전체관람가,크리스티나리치,닐패트릭해리스,알란커밍,7.82
컬러풀웨딩즈,필립드쇼브홍,,블루미지,(주)이수C&E,2014-10-16,2014,10,프랑스,343,190384,코미디,12세이상관람가,크리스티앙클라비에,챈털로비,아리아비탄,8.24
빅미라클,켄콰피스,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2012-02-23,2012,2,미국,170,51151,드라마,전체관람가,크리스틴벨,드류베리모어,존크래신스키,8.45
겨울왕국,"크리스벅,제니퍼리",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-01-16,2014,1,미국,1010,10296101,애니메이션,전체관람가,크리스틴벨,이디나멘젤,,9.12
브레이킹던part1,빌콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2011-11-30,2011,11,미국,636,1462280,드라마,15세이상관람가,크리스틴스튜어트,로버트패틴슨,,6.99
브레이킹던part2,빌콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2012-11-15,2012,11,미국,665,2654817,드라마,15세이상관람가,크리스틴스튜어트,로버트패틴슨,다코타패닝,8.72
이퀄스,드레이크도리머스,,(주)모멘텀엔터테인먼트,씨네그루(주)키다리이엔티,2016-08-31,2016,8,미국,357,68897,드라마,15세이상관람가,크리스틴스튜어트,니콜라스홀트,,8.29
아메리칸울트라,니마누리자데,,(주)누리픽쳐스,씨제이이앤엠(주),2015-08-27,2015,8,미국,341,161382,액션,청소년관람불가,크리스틴스튜어트,제시아이젠버그,코니브리튼,6.92
이클립스,데이빗슬레이드,서미트엔터티인먼트,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2010-07-07,2010,7,미국,535,2105050,판타지,12세이상관람가,크리스틴스튜어트,로버트패틴슨,테일러로트너,7.39
마션,리들리스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-10-08,2015,10,미국,1132,4875494,액션,12세이상관람가,크리스틴위그,제시카차스테인,맷데이먼,8.41
내여자친구의결혼식,폴페이그,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2011-08-25,2011,8,미국,166,60788,코미디,청소년관람불가,크리스틴위그,마야루돌프,로즈번,7.75
로스트인더스트,데이빗맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,2016,11,미국,354,79812,범죄,15세이상관람가,크리스파인,벤포스터,제프브리지스,8.51
가디언즈,피터램지,드림웍스애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2012-11-29,2012,11,미국,470,1075584,애니메이션,전체관람가,크리스파인,알렉볼드윈,주드로,4.59
스타트렉다크니스,J.J.에이브럼스,파라마운트픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2013-05-30,2013,5,미국,607,1605271,액션,12세이상관람가,크리스파인,재커리퀸토,조샐다나,8.97
잭라이언:코드네임쉐도우,케네스브래너,,씨제이이앤엠(주),씨제이이앤엠(주),2014-01-16,2014,1,미국,419,327591,액션,12세이상관람가,크리스파인,키이라나이틀리,케빈코스트너,7.4
스타트렉비욘드,저스틴린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-08-17,2016,8,미국,716,1157472,액션,12세이상관람가,크리스파인,사이먼페그,조샐다나,8.22
가디언즈오브갤럭시,제임스건,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-07-31,2014,7,미국,539,1311190,액션,12세이상관람가,크리스프랫,조샐다나,데이브바티스타,8.93
쥬라기월드,콜린트레보로우,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-06-11,2015,6,미국,1290,5546792,액션,12세이상관람가,크리스프랫,브라이스달라스하워드,빈센트도노프리오,8.07
매그니피센트7,안톤후쿠아,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-09-14,2016,9,미국,579,921317,액션,15세이상관람가,크리스프랫,에단호크,덴젤워싱턴,7.94
가디언즈오브갤럭시VOL.2,제임스건,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2017-05-03,2017,5,미국,1218,2735719,액션,12세이상관람가,크리스프랫,조샐다나,데이브바티스타,8.93
어벤져스:인피니티워,"안소니루소,조루소",,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2018-04-25,2018,4,미국,2553,11211627,액션,12세이상관람가,크리스프랫,조샐다나,브래들리쿠퍼,8.95
쥬라기월드:폴른킹덤,후안안토니오바요나,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2018-06-06,2018,6,미국,1972,5660904,액션,12세이상관람가,크리스프랫,브라이스달라스하워드,,8.07
캐빈인더우즈,드류고다드,,"(유)조이앤컨텐츠그룹,(주)케이알씨지",롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,2012,6,미국,288,228090,공포(호러),청소년관람불가,크리스헴스워스,크리스튼코놀리,안나허치슨,7
토르:천둥의신,케네스브래너,,씨제이이앤엠(주),씨제이이앤엠(주),2011-04-28,2011,4,미국,496,1694529,액션,12세이상관람가,크리스헴스워스,나탈리포트만,톰히들스턴,7.3
러시:더라이벌,론하워드,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2013-10-09,2013,10,미국,270,123582,액션,청소년관람불가,크리스헴스워스,올리비아와일드,다니엘브륄,9.04
토르:다크월드,앨런테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,2013,10,미국,733,3039889,액션,12세이상관람가,크리스헴스워스,나탈리포트만,톰히들스턴,8.38
하트오브더씨,론하워드,,워너브러더스코리아(주),워너브러더스코리아(주),2015-12-03,2015,12,미국,535,809755,액션,12세이상관람가,크리스헴스워스,킬리언머피,벤위쇼,8.15
헌츠맨:윈터스워,세딕니콜라스트로얀,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-04-13,2016,4,미국,557,445009,액션,12세이상관람가,크리스헴스워스,샤를리즈테론,에밀리블런트,7.62
토르:라그나로크,타이카와이티티,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2017-10-25,2017,10,미국,1640,4857152,액션,12세이상관람가,크리스헴스워스,톰히들스턴,케이트블란쳇,8.83
제7기사단,키리야카즈아키,(주)루카프로덕션,(주)미디어로그,메가박스중앙(주)플러스엠,2015-09-10,2015,9,한국,95,10710,액션,15세이상관람가,클라이브오웬,모건프리먼,엑셀헨니,6.87
휴고,마틴스콜세지,,씨제이이앤엠(주),씨제이이앤엠(주),2012-02-29,2012,2,미국,85,60520,가족,전체관람가,클로이모레츠,에이사버터필드,,7.72
킥애스2:겁없는녀석들,제프와드로,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2013-10-17,2013,10,미국,152,12827,액션,청소년관람불가,클로이모레츠,애런존슨,짐캐리,8.16
제5침공,J블레이크슨,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2016-02-25,2016,2,미국,312,135874,액션,12세이상관람가,클로이모레츠,닉로빈슨,알렉스로,5.57
내인생의마지막변화구,로버트로렌즈,,워너브러더스코리아(주),워너브러더스코리아(주),2012-11-29,2012,11,미국,130,29648,드라마,12세이상관람가,클린트이스트우드,에이미아담스,저스틴팀버레이크,8.32
존윅,"데이빗레이치,채드스타헬스키",,(유)조이앤컨텐츠그룹,(주)나이너스엔터테인먼트,2015-01-21,2015,1,미국,321,116119,액션,청소년관람불가,키아누리브스,미카엘니크비스트,,7.97
존윅-리로드,채드스타헬스키,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2017-02-22,2017,2,미국,250,276379,액션,청소년관람불가,키아누리브스,,,7.97
안나카레니나,조라이트,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2013-03-21,2013,3,미국,248,143947,드라마,15세이상관람가,키이라나이틀리,주드로,애런존슨,8.5
라스트나잇,마시태지딘,,데이지엔터테인먼트,(주)싸이더스,2011-04-07,2011,4,미국,243,119963,멜로/로맨스,청소년관람불가,키이라나이틀리,샘워싱턴,,8.06
폼페이:최후의날,폴W.S.앤더슨,,주식회사디앤시엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2014-02-20,2014,2,미국,561,1373873,액션,15세이상관람가,키트해링턴,에밀리브라우닝,캐리앤모스,7.44
스푹스:MI5,바랫낼러리,,(주)영화사빅,(주)영화사빅,2016-03-17,2016,3,영국,341,41416,액션,15세이상관람가,키트해링턴,제니퍼엘,피터퍼스,6.56
원피스3D:밀짚모자체이스,사토히로유키,,얼리버드,(주)미디어데이,2012-01-26,2012,1,일본,111,13475,애니메이션,전체관람가,타나카마유미,나카이카즈야,오카무라아케미,7.13
원피스극장판Z,나가미네타츠야,,씨제이이앤엠(주),씨제이이앤엠(주),2013-03-21,2013,3,일본,267,93239,애니메이션,전체관람가,타나카마유미,나카이카즈야,오카무라아케미,9.02
원피스필름골드,미야모토히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-08,2016,12,일본,445,216861,애니메이션,12세이상관람가,타나카마유미,나카이카즈야,오카무라아케미,8.94
히든피겨스,데오도르멜피,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-03-23,2017,3,미국,448,448923,드라마,12세이상관람가,타라지P.헨슨,옥타비아스펜서,자넬모네,9.34
주온:더파이널,오치아이마사유키,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-10-01,2015,10,일본,318,60981,공포(호러),15세이상관람가,타이라아이리,키리야마렌,,4.19
천재강아지미스터피바디,롭민코프,,씨제이이앤엠(주),씨제이이앤엠(주),2014-04-24,2014,4,미국,533,385552,애니메이션,전체관람가,타이버렐,맥스찰스,아리엘윈터,8.43
알렉스크로스,롭코헨,,(주)인벤트스톤,(주)인벤트스톤,2013-03-14,2013,3,미국,162,22771,액션,청소년관람불가,타일러페리,매튜폭스,레이첼니콜스,8.12
명탐정코난:천공의난파선,야마모토야스이치로,도쿄무비신사,(주)온미디어,에이원엔터테인먼트,2010-07-21,2010,7,일본,234,628423,애니메이션,전체관람가,타카야마미나미,야마자키와카나,야마구치캇페이,9.24
명탐정코난:침묵의15분,시즈노코분,,,(주)미디어데이,2011-08-03,2011,8,일본,275,644216,애니메이션,전체관람가,타카야마미나미,야마자키와카나,,9.07
명탐정코난:11번째스트라이커,"시즈노코분,야마모토야스이치로",,씨제이이앤엠(주),씨제이이앤엠(주),2012-07-19,2012,7,일본,350,524914,애니메이션,12세이상관람가,타카야마미나미,야마자키와카나,코야마리키야,8.64
명탐정코난:수평선상의음모,야마모토야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2013-08-07,2013,8,일본,316,389253,애니메이션,12세이상관람가,타카야마미나미,야마자키와카나,,8.7
명탐정코난:탐정들의진혼가,야마모토야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2014-02-13,2014,2,일본,294,182668,애니메이션,12세이상관람가,타카야마미나미,야마자키와카나,,8.82
명탐정코난:이차원의저격수,시즈노코분,,씨제이이앤엠(주),씨제이이앤엠(주),2014-08-06,2014,8,일본,299,397381,애니메이션,12세이상관람가,타카야마미나미,히다카노리코,,8.73
명탐정코난:화염의해바라기,시즈노코분,,씨제이이앤엠(주),씨제이이앤엠(주),2015-08-05,2015,8,일본,433,470990,애니메이션,전체관람가,타카야마미나미,야마자키와카나,코야마리키야,8.45
명탐정코난:진홍의연가,시즈노코분,,씨제이이앤엠(주),씨제이이앤엠(주),2017-08-02,2017,8,일본,582,448381,애니메이션,12세이상관람가,타카야마미나미,야마자키와카나,코야마리키야,8.81
사다코2,하나부사츠토무,,(주)도키엔터테인먼트,(주)미디어데이,2014-03-13,2014,3,일본,100,12696,공포(호러),15세이상관람가,타키모토미오리,세토코지,,5.02
독수리에디,덱스터플레처,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-04-07,2016,4,미국,528,214003,드라마,12세이상관람가,태런에저튼,휴잭맨,크리스토퍼월켄,9.02
킹스맨:골든서클,매튜본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-09-27,2017,9,미국,1687,4945484,액션,청소년관람불가,태런에저튼,줄리안무어,콜린퍼스,8.4
코알라키드:영웅의탄생,이경호,"㈜디지아트프로덕션,더애니메이션픽쳐컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,2012,1,한국,234,205579,애니메이션,전체관람가,태민,써니,윤다훈,8.65
극장판썬더일레븐GO:궁극의우정그리폰,미야오요시카즈,,씨제이이앤엠(주),에이원엔터테인먼트,2012-05-24,2012,5,일본,243,84255,애니메이션,전체관람가,테라사키유카,오오하라타카시,사이가미츠키,9.03
극장판썬더일레븐GOVS골판지전사W,미야오요시카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2013-06-05,2013,6,일본,99,36492,애니메이션,전체관람가,테라사키유카,시모노히로,,8.44
라이트아웃,데이비드F.샌드버그,,워너브러더스코리아(주),워너브러더스코리아(주),2016-08-24,2016,8,미국,659,1111158,공포(호러),15세이상관람가,테레사팔머,앨리시아벨라베일리,가브리엘베이트먼,7.38
웜바디스,조나단레빈,,데이지엔터테인먼트,씨제이이앤엠(주),2013-03-14,2013,3,미국,477,1169839,멜로/로맨스,15세이상관람가,테레사팔머,니콜라스홀트,존말코비치,8.52
어브덕션,존싱글톤,,(주)누리픽쳐스,필라멘트픽쳐스,2011-09-29,2011,9,미국,285,156744,액션,15세이상관람가,테일러로트너,릴리콜린스,시고니위버,6.4
트레이서,다니엘벤마요,,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-03-19,2015,3,미국,249,26262,액션,15세이상관람가,테일러로트너,마리아브게로폴로스,애덤레이너,6.7
존카터:바숨전쟁의서막,앤드류스탠튼,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-08,2012,3,미국,508,837426,SF,12세이상관람가,테일러키취,린콜린스,윌렘대포,7.51
배틀쉽,피터버그,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2012-04-11,2012,4,미국,736,2241687,SF,12세이상관람가,테일러키취,리암니슨,리아나,7.45
유전,아리애스터,,찬란,(주)팝엔터테인먼트,2018-06-07,2018,6,미국,422,177145,공포(호러),15세이상관람가,토니콜렛,가브리엘번,알렉스울프,7.11
극장판소드아트온라인-오디널스케일-,이토토모히코,,(주)애니플러스,(주)박수엔터테인먼트,2017-02-23,2017,2,일본,124,117401,애니메이션,12세이상관람가,토마츠하루카,이토카나에,마츠오카요시츠구,8.95
허리케인하이스트,롭코헨,,(주)우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2018-03-14,2018,3,미국,544,214949,액션,15세이상관람가,토비켑벨,매기그레이스,라이언콴튼,7.42
쏘우-여섯번의기회,케빈그루터트,(주)빅버젯,,(주)빅버젯,2010-01-07,2010,1,미국,52,20116,공포(호러),청소년관람불가,토빈벨,코스타스맨다이어,쇼니스미스,7.46
쏘우3D,케빈그루터트,어비거보트,코리아스토리,㈜케이디미디어,2010-11-18,2010,11,미국,159,115878,공포(호러),청소년관람불가,토빈벨,코스타스맨다이어,벳시러셀,6.98
직쏘,"피터스피어이그,마이클스피어리그",,㈜코리아스크린,㈜코리아스크린,2017-11-02,2017,11,미국,175,110834,공포(호러),청소년관람불가,토빈벨,,,7.28
스트리트댄스2:라틴배틀,"맥스기와,다니아파스퀴니",,판씨네마(주),판씨네마㈜,2012-07-12,2012,7,영국,133,39394,드라마,12세이상관람가,톰콘티,조지샘슨,폴크,6.93
락오브에이지,아담쉥크만,,워너브러더스코리아(주),워너브러더스코리아(주),2012-08-02,2012,8,미국,243,87915,뮤지컬,15세이상관람가,톰크루즈,캐서린제타존스,알렉볼드윈,7.5
아메리칸메이드,더그라이만,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-09-14,2017,9,미국,691,401541,범죄,15세이상관람가,톰크루즈,사라라이트,도널글리슨,7.71
나잇&데이,제임스맨골드,"뉴리전시픽쳐스,리젠시엔터프라이즈,이십세기폭스필름코퍼레이션,트리라인필름,로드레벨,핑크",이십세기폭스코리아(주),이십세기폭스코리아(주),2010-06-24,2010,6,미국,501,2282191,액션,15세이상관람가,톰크루즈,카메론디아즈,,8.36
