"영화명","감독","제작사","수입사","배급사","개봉일","개봉월","국적","전국스크린수","전국관객수","장르","등급","배우1","배우2","배우3","별점","감독점수","제작사점수","수입사점수","배우1점수","배우2점수","배우3점수"
"더킹","한재림","(주)우주필름","","(주)넥스트엔터테인먼트월드(NEW)","2017-01-18",1,"한국",1310,5316325,"범죄","15세이상관람가","조인성","정우성","배성우",8.08,7225455.5,5316325,1677501.34942085,5316325,5316325,3642786.66666667
"적인걸2:신도해왕의비밀","서극","","(주)포커스엔터테인먼트","씨너스엔터테인먼트(주)","2013-10-02",10,"3국",169,46796,"미스터리","12세이상관람가","조우정","안젤라베이비","김범",7.94,257534.5,762553.945321993,105437,46796,29105,46796
"아기곰보보구출대작전","라스무스A.실버르센","","(주)컴퍼니엘","와이드릴리즈(주)","2018-04-25",4,"3국",207,16447,"애니메이션","전체관람가","조연우","박상우","신정훈",7.53,16447,762553.945321993,16447,16447,16447,16447
"워킹걸","정범식","(주)홍필름,(주)수필름","","메가박스중앙(주)플러스엠","2015-01-07",1,"한국",308,149181,"코미디","청소년관람불가","조여정","클라라","김태우",6.44,1412399.5,554862.333333333,1677501.34942085,1385308.5,149181,149181
"후궁:제왕의첩","김대승","(주)황기성사단","","롯데쇼핑㈜롯데엔터테인먼트","2012-06-06",6,"한국",624,2621436,"사극","청소년관람불가","조여정","김동욱","김민준",6.81,1625006,2621436,1677501.34942085,1385308.5,991159,2621436
"로보캅","호세파딜라","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","2014-02-13",2,"미국",627,979509,"액션","12세이상관람가","조엘킨나만","사무엘L.잭슨","게리올드만",8,979509,762553.945321993,1523331.67741935,979509,1058858.33333333,1865187.25
"슈퍼에이트","J.J.에이브럼스","","씨제이이앤엠(주)","씨제이이앤엠(주)","2011-06-16",6,"미국",411,472118,"SF","12세이상관람가","조엘코트니","카일챈들러","엘르패닝",6.8,1783756,762553.945321993,1018967.20634921,472118,472118,472118
"제로다크서티","캐서린비글로우","","(주)유니코리아문예투자","(주)에스비에스콘텐츠허브","2013-03-07",3,"미국",258,107104,"전쟁","15세이상관람가","조엘에저튼","크리스프랫","제시카차스테인",8.17,107104,762553.945321993,222778.666666667,107104,387840,107104
"복숭아나무","구혜선","구혜선필름,(유)조이앤컨텐츠그룹","","(주)넥스트엔터테인먼트월드(NEW)","2012-10-31",10,"한국",201,33884,"멜로/로맨스","15세이상관람가","조승우","류덕환","남상미",7.15,33884,33884,1677501.34942085,770484,33884,33884
"퍼펙트게임","박희곤","(주)동아수출공사,밀리언스토리,(주)다세포클럽","","롯데쇼핑㈜롯데엔터테인먼트","2011-12-21",12,"한국",413,1507084,"드라마","12세이상관람가","조승우","양동근","최정원",8.93,1507084,1507084,1677501.34942085,770484,838765,1507084
"일곱난쟁이","헤랄드지페르만","","(주)스마일이엔티","메가박스중앙(주)플러스엠","2014-12-24",12,"3국",263,227586,"애니메이션","전체관람가","조슈아그레이엄","맷길버트","",7.87,227586,762553.945321993,171219.5,227586,227586,957932.33604336
"리틀맨하탄","마크레빈","","(주)영화사빅","(주)영화사빅","2018-06-27",6,"미국",142,11909,"멜로/로맨스","전체관람가","조쉬허처슨","찰리레이","",8.61,11909,762553.945321993,26929.3333333333,11909,11909,957932.33604336
"배틀오브비보이","벤슨리","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","2014-01-09",1,"미국",80,33360,"드라마","12세이상관람가","조쉬펙","조쉬할로웨이","크리스브라운",7.63,33360,762553.945321993,1523331.67741935,33360,33360,33360
"루퍼","라이언존슨","","(주)유니코리아문예투자","(주)에스비에스콘텐츠허브","2012-10-11",10,"미국",386,570010,"SF","청소년관람불가","조셉고든레빗","브루스윌리스","에밀리블런트",8,764794,762553.945321993,222778.666666667,296946,1221059.66666667,677930.8
"하늘을걷는남자","로버트저메키스","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2015-10-28",10,"미국",415,238257,"드라마","12세이상관람가","조셉고든레빗","벤킹슬리","샬롯르본",8.43,259211.333333333,762553.945321993,778770.556521739,296946,238257,167281
"콜롬비아나","올리비에메가턴","","데이지엔터테인먼트","(주)시너지하우스(시너지),롯데쇼핑㈜롯데엔터테인먼트","2011-08-31",8,"미국",397,598373,"액션","15세이상관람가","조샐다나","마이클바턴","",7.44,1589301,762553.945321993,457299.074074074,598373,598373,957932.33604336
"이상한나라의앨리스","팀버튼","월트디즈니픽쳐스","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2010-03-04",3,"미국",401,2182365,"판타지","전체관람가","조니뎁","앤해서웨이","헬레나본햄카터",7.53,1381656.75,1122950.75,1153290.7804878,1106122.3,3416053.14285714,1167271.66666667
"모데카이","데이빗코엡","","(주)나이너스엔터테인먼트","(주)나이너스엔터테인먼트","2015-02-18",2,"미국",290,78070,"액션","15세이상관람가","조니뎁","이완맥그리거","기네스팰트로",5.51,78070,762553.945321993,379976.333333333,1106122.3,373027.666666667,78070
"다크섀도우","팀버튼","","워너브러더스코리아(주)","워너브러더스코리아(주)","2012-05-10",5,"미국",394,582126,"드라마","15세이상관람가","조니뎁","헬레나본햄카터","클로이모레츠",5.81,1381656.75,762553.945321993,1399135.08641975,1106122.3,484826.5,582126
"럼다이어리","브루스로빈슨","","(주)드림웨스트픽쳐스","(주)마인스엔터테인먼트","2012-09-20",9,"미국",126,12685,"코미디","청소년관람불가","조니뎁","아론에크하트","엠버허드",6.1,12685,762553.945321993,82066.6666666667,1106122.3,319893.5,12685
"랭고","고어버빈스키","","씨제이이앤엠(주)","씨제이이앤엠(주)","2011-03-03",3,"미국",314,428896,"애니메이션","전체관람가","조니뎁","","",6.5,325457,762553.945321993,1018967.20634921,1106122.3,726970.612244898,957932.33604336
"론레인저","고어버빈스키","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","2013-07-04",7,"미국",401,387527,"액션","15세이상관람가","조니뎁","헬레나본햄카터","아미해머",7.29,325457,762553.945321993,1523331.67741935,1106122.3,484826.5,481838.5
"트랜센던스","월리피스터","","(유)조이앤컨텐츠그룹","롯데쇼핑㈜롯데엔터테인먼트","2014-05-14",5,"미국",417,696412,"SF","12세이상관람가","조니뎁","레베카홀","모건프리먼",7.95,696412,762553.945321993,141668.448275862,1106122.3,356674,432775
"캐리비안의해적:낯선조류","롭마샬","","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2011-05-19",5,"미국",960,3130046,"액션","12세이상관람가","조니뎁","제프리러쉬","페넬로페크루즈",8.1,1735964,762553.945321993,1153290.7804878,1106122.3,1457798.33333333,3130046
"거울나라의앨리스","제임스보빈","","월트디즈니컴퍼니코리아(주)","월트디즈니컴퍼니코리아(주)","2016-09-07",9,"미국",515,513202,"어드벤처","12세이상관람가","조니뎁","미아와시코브스카","헬레나본햄카터",8.31,513202,762553.945321993,3043537.52941176,1106122.3,513202,1167271.66666667
"극장판숲의요정페어리루~크리스마스의기적:마법의날개~","고로사쿠라","","SMG홀딩스","(주)이수C&E,(주)에이원엔터테인먼트","2017-12-14",12,"3국",207,59375,"애니메이션","전체관람가","조경이","이재현","이지현",7.8,59375,762553.945321993,59375,59375,59375,59375
"송포유","폴앤드류윌리엄스","","(주)유이케이","(주)넥스트엔터테인먼트월드(NEW)","2013-04-18",4,"3국",317,216852,"코미디","12세이상관람가","젬마아터튼","바네사레드그레이브","테렌스스탬프",8.71,216852,762553.945321993,114741.5,216852,216852,216852
"트론:새로운시작","조셉코신스키","라이브플래닛","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2010-12-29",12,"미국",379,382607,"SF","12세이상관람가","제프브리지스","가렛헤드룬드","올리비아와일드",7.29,648501,382607,1153290.7804878,382607,275014,382607
"더크리스마스","티모시렉카트","","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","2017-12-21",12,"미국",158,65460,"애니메이션","전체관람가","제커리레비","키건마이클키","지나로드리게즈",8.72,65460,762553.945321993,1103801.90909091,65460,65460,65460
"127시간","대니보일","","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2011-02-17",2,"미국",233,180332,"드라마","15세이상관람가","제임스프랭코","","",8.19,124573.5,762553.945321993,1276741.5375,1477063,726970.612244898,957932.33604336
"혹성탈출:진화의시작","루퍼트와이어트","","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2011-08-17",8,"미국",514,2773794,"액션","12세이상관람가","제임스프랭코","톰펠튼","프리다핀토",8.77,2773794,762553.945321993,1276741.5375,1477063,2773794,2056102.5
"원챈스","데이빗프랭클","","우성엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","2014-03-13",3,"3국",329,80977,"코미디","12세이상관람가","제임스코든","콤미니","제미마루퍼",8.3,66701.5,762553.945321993,335399,190205.5,80977,80977
"23아이덴티티","M.나이트샤말란","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2017-02-22",2,"미국",952,1675798,"스릴러","15세이상관람가","제임스맥어보이","안야테일러조이","",7.66,915006.25,762553.945321993,778770.556521739,2382307.33333333,1675798,957932.33604336
"엑스맨:아포칼립스","브라이언싱어","","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2016-05-25",5,"미국",1262,2938818,"액션","12세이상관람가","제임스맥어보이","마이클패스벤더","제니퍼로렌스",8.2,2736281,762553.945321993,1276741.5375,2382307.33333333,1734850.75,1476282.5
"엑스맨:퍼스트클래스","매튜본","","이십세기폭스코리아(주)","이십세기폭스코리아(주)","2011-06-02",6,"미국",587,2532306,"액션","12세이상관람가","제임스맥어보이","마이클패스벤더","케빈베이컨",9.05,3439198.25,762553.945321993,1276741.5375,2382307.33333333,1734850.75,2532306
"바니버디","팀힐","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2011-07-20",7,"미국",224,181841,"애니메이션","전체관람가","제임스마스던","러셀브랜드","칼리쿠오코",7.7,181841,762553.945321993,778770.556521739,181841,181841,181841
"엔드오브왓치","데이비드에이어","","KT&G상상마당영화사업팀컴퍼니에스에스(주)","(주)인벤트스톤","2012-12-06",12,"미국",54,10985,"범죄","청소년관람불가","제이크질렌할","마이클페나","안나켄드릭",4.6,1090406.66666667,762553.945321993,64086.5,671131.857142857,10985,10985
"라이프","다니엘에스피노사","","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","2017-04-05",4,"미국",647,459421,"SF","15세이상관람가","제이크질렌할","레베카퍼거슨","라이언레이놀즈",7.24,214918,762553.945321993,1103801.90909091,671131.857142857,2297723,459421
"에베레스트","발타자르코루마쿠르","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2015-09-24",9,"미국",331,332180,"어드벤처","12세이상관람가","제이크질렌할","로빈라이트","키이라나이틀리",7.58,192461.5,762553.945321993,778770.556521739,671131.857142857,332180,332180
"사우스포","안톤후쿠아","","(주)스마일이엔티","씨네그루(주)다우기술","2015-12-03",12,"미국",335,87426,"드라마","15세이상관람가","제이크질렌할","레이첼맥아담스","포레스트휘태커",8.53,318045.75,762553.945321993,171219.5,671131.857142857,1731580.5,358374
"페르시아의왕자:시간의모래","마이크뉴웰","월트디즈니픽쳐스","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2010-05-27",5,"미국",570,2003533,"액션","12세이상관람가","제이크질렌할","젬마아터튼","벤킹슬리",8.68,2003533,1122950.75,1153290.7804878,671131.857142857,1077504.5,2003533
"소스코드","던칸존스","","데이지엔터테인먼트","(주)시너지하우스(시너지),롯데쇼핑㈜롯데엔터테인먼트","2011-05-04",5,"미국",403,1277301,"액션","12세이상관람가","제이크질렌할","미셸모나한","",8.98,1220210.5,762553.945321993,457299.074074074,671131.857142857,336569.5,957932.33604336
"블리츠","엘리어트레스터","","(유)조이앤컨텐츠그룹","팝엔터테인먼트","2011-12-07",12,"3국",123,65493,"스릴러","청소년관람불가","제이슨스타뎀","패디콘시딘","에이단길렌",6.97,65493,762553.945321993,141668.448275862,554433.666666667,65493,65493
