,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우
351,꼬마 잠수함 올리 2,밥 두셋,,예지림엔터테인먼트,예지림엔터테인먼트,2014-12-04,미국,186,32453,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=꼬마 잠수함 올리 2%09&section=all&ie=utf8,6.64,  애니메이션   미국 분     감독   밥 두셋
352,들어는 봤니? 모건 부부,마크 로렌스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01-28,미국,163,115454,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=들어는 봤니? 모건 부부%09&section=all&ie=utf8,6.64,  멜로로맨스  코미디  드라마   미국 분     감독   마크 로렌스 출연   휴 그랜트  사라 제시카 파커
353,스타워즈: 라스트 제다이,라이언 존슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-12-14,미국,1107,959578,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=스타워즈: 라스트 제다이%09&section=all&ie=utf8,6.64,  액션  모험  판타지     미국 분     감독   라이언 존슨 출연   데이지 리들리  마크 해밀  오스카 아이삭  아담 드라이버  캐리 피셔  존 보예가
354,분노의 윤리학,박명랑,"(주)티피에스컴퍼니,(주)사람엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2013-02-21,한국,302,224891,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=분노의 윤리학%09&section=all&ie=utf8,6.65,  범죄  드라마   한국 분     감독   박명랑 출연   이제훈  조진웅  김태훈  곽도원  문소리
355,오늘의 연애,박진표,(주)팝콘에프앤엠,,씨제이이앤엠(주),2015-01-14,한국,709,1891993,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=오늘의 연애%09&section=all&ie=utf8,6.65,  멜로로맨스  코미디   한국 분     감독   박진표 출연   이승기  문채원  이서진  정준영
356,조선명탐정: 흡혈괴마의 비밀,김석윤,청년필름(주),,(주)쇼박스,2018-02-08,한국,1249,2424387,사극,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=조선명탐정: 흡혈괴마의 비밀%09&section=all&ie=utf8,6.65,  모험  코미디   한국 분     감독   김석윤 출연   김명민  오달수  김지원
357,시즌 오브 더 위치: 마녀 호송단,도미닉 세나,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2011-01-13,미국,218,435201,어드벤처,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=시즌 오브 더 위치: 마녀 호송단%09&section=all&ie=utf8,6.66,  모험  드라마  판타지   미국 분     감독   도미닉 세나 출연   니콜라스 케이지  론 펄먼
358,마담 뺑덕,임필성,(주)영화사동물의왕국,,씨제이이앤엠(주),2014-10-02,한국,536,465749,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=마담 뺑덕%09&section=all&ie=utf8,6.66,  멜로로맨스   한국 분     감독   임필성 출연   정우성  이솜  박소영
359,퍼펙트,닐스 아르덴 오플레브,,(주)영화사폴,(주)마인스 엔터테인먼트,2013-09-25,미국,136,17916,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=퍼펙트%09&section=all&ie=utf8,6.67,  스릴러     감독   에디 알카자르 출연   애비 코니쉬  마틴 센스마이어  코트니 이튼   드라마  범죄   미국 분     감독   이이 인   액션  스릴러  범죄  드라마   미국 분     감독   닐스 아르덴 오플레브 출연   콜린 파렐  누미 라파스  테렌스 하워드   드라마     미국     감독   크리스  노타릴레 출연   로베르토 롬바디  릭 잔  사만다 탤벗  케시 윌리엄스   드라마   미국 분     감독   마이클 피어  남   관련영화   체포하겠어  년 극장판  카이트  요정희 렌     관련영화   위딘   이 영화사의 최근작품   전우치   이 영화사의 최근작품   내 아내의 모든 것  배역명   퍼펙트 데이트 오디언스 멤버영화명   캐롤라이나   감독   마를렌 고리스  배역명   퍼펙트 데이트 어시스턴트 크리스틴영화명   캐롤라이나   감독   마를렌 고리스  배역명   척 맥브라이드  퍼펙트 데이트 진행자영화명   캐롤라이나   감독   마를렌 고리스  배역명   퍼펙트 데이트 컨테스턴트영화명   캐롤라이나   감독   마를렌 고리스  배역명   퍼펙트 데이트 컨테스턴트영화명   캐롤라이나   감독   마를렌 고리스
360,그린 호넷,미셸 공드리,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-01-27,미국,316,195933,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=그린 호넷%09&section=all&ie=utf8,6.67,  액션   미국 분     감독   미셸 공드리 출연   세스 로건  주걸륜  크리스토프 왈츠  카메론 디아즈   액션  범죄   미국 분     감독   윌리엄 보딘  노먼 포스터   다렐 헬렌벡 출연   밴 윌리엄스  이소룡  찰스 베이트만  월터 브룩   모험  범죄  드라마   미국 분     감독   포드 비브  레이 테일러 출연   고든 존스  웨이드 보텔러  앤 네이겔  케이 루크   미국 분     감독   포드 비브  존 로린즈 출연   워렌 헐  웨이드 보텔러  앤 네이겔  케이 루크  에디 아커프   미국     감독   윌리엄 보딘  머레이 골든  로버트  프렌드  노먼 포스터   다렐 헬렌벡  제임스 코맥  레슬리  마티슨  래리 피어스  알렌 라이즈너  세이모어 로비  조지 와그너 출연   밴 윌리엄스  이소룡  웬드 와그너  로이드 고프  월터 브룩  배역명   브릿 레이드  그린 호넷영화명   그린 호넷   감독   미셸 공드리
361,벨 아미,"데클란 도넬란,닉 오머로드",,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2012-08-30,영국,103,30373,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=벨 아미%09&section=all&ie=utf8,6.67,  드라마  멜로로맨스   영국  이탈리아 분     감독   데클란 도넬란  닉 오머로드 출연   로버트 패틴슨  우마 서먼  크리스티나 리치  크리스틴 스콧 토마스   드라마   미국 분     감독   앨버트 루인 출연   조지 샌더스  안젤라 앤스버리  앤 드보락   에로  코미디   스웨덴  프랑스 분     감독   맥 알버그 출연   해리 림스  크리스타 린더
362,빅매치,최호,(주)보경사,,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,한국,627,1177438,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=빅매치%09&section=all&ie=utf8,6.67,  액션   한국 분     감독   최호 출연   이정재  신하균  이성민  보아
363,나이스 가이즈,쉐인 블랙,,(주)누보필림,메가박스중앙(주)플러스엠,2016-07-06,미국,249,24268,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=나이스 가이즈%09&section=all&ie=utf8,6.68,  범죄  액션  코미디   미국 분     감독   셰인 블랙 출연   러셀 크로우  라이언 고슬링
364,인천상륙작전 : 익스텐디드 에디션(확장판),이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),2016-09-13,한국,122,27070,전쟁,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인천상륙작전 : 익스텐디드 에디션(확장판)%09&section=all&ie=utf8,6.68,  전쟁  드라마   한국 분     감독   이재한 출연   이정재  이범수  리암 니슨  진세연
365,넛잡: 땅콩 도둑들,피터 레페니오티스,"(주)레드로버,툰박스 엔터테인먼트",,(주)싸이더스,2014-01-29,한국,382,478392,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=넛잡: 땅콩 도둑들%09&section=all&ie=utf8,6.68,  애니메이션  모험  코미디  가족   한국  캐나다  미국 분     감독   피터 레페니오티스 출연   윌 아넷  캐서린 헤이글  리암 니슨  브렌든 프레이저
366,러브픽션,전계수,"(주)삼거리픽쳐스,(주)판타지오",,(주)넥스트엔터테인먼트월드(NEW),2012-02-29,한국,617,1726202,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=러브픽션%09&section=all&ie=utf8,6.68,  멜로로맨스  코미디   한국 분     감독   전계수 출연   하정우  공효진
367,위험한 상견례 2,김진영,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사",,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",2015-04-29,한국,429,472693,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=위험한 상견례 2%09&section=all&ie=utf8,6.69,  멜로로맨스  코미디   한국 분     감독   김진영 출연   진세연  홍종현  신정근  전수경  김응수
368,인간중독,김대우,(주)아이언팩키지,,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,한국,682,1441964,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=인간중독%09&section=all&ie=utf8,6.69,  드라마  멜로로맨스   한국 분     감독   김대우 출연   송승헌  임지연  조여정  온주완
369,위험한 상견례,김진영,(주)전망좋은 영화사,,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,한국,524,2595625,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=위험한 상견례%09&section=all&ie=utf8,6.69,  멜로로맨스  코미디   한국 분     감독   김진영 출연   진세연  홍종현  신정근  전수경  김응수   코미디  멜로로맨스   중국 분     감독   리 하이슈 출연   서쟁  허소웅  린펑   코미디   한국 분     감독   김진영 출연   송새벽  이시영  백윤식  김수미
370,트레이서,다니엘 벤마요,,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-03-19,미국,249,26262,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=트레이서%09&section=all&ie=utf8,6.7,  액션   미국 분     감독   다니엘 벤마요 출연   테일러 로트너  마리 아브게로폴로스  애덤 레이너  배역명   마이크 트레이서영화명   전격 작전  시리즈   감독   제이 챈드라세카  앨런 크로에커  브라이언 스파이서
371,씬 시티: 다크히어로의 부활,"프랭크 밀러,로버트 로드리게즈",,(주)드림웨스트픽쳐스,메가박스중앙(주)플러스엠,2014-09-11,미국,345,82571,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=씬 시티: 다크히어로의 부활%09&section=all&ie=utf8,6.7,  액션  범죄  스릴러   미국 분     감독   프랭크 밀러  로버트 로드리게즈 출연   조셉 고든 레빗  에바 그린  제시카 알바  브루스 윌리스
372,러블리 본즈,피터 잭슨,"윙누트 필름,드림웍스 프로덕션 LLC",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-02-25,미국,225,212035,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=러블리 본즈%09&section=all&ie=utf8,6.7,  범죄  드라마  판타지  스릴러   미국  영국  뉴질랜드 분     감독   피터 잭슨 출연   마크 월버그  레이첼 와이즈  시얼샤 로넌
373,라스트 위치 헌터,브렉 에이즈너,,(유)조이앤시네마,TCO(주)더콘텐츠온,2015-12-30,미국,278,122039,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=라스트 위치 헌터%09&section=all&ie=utf8,6.71,  액션  모험  판타지   미국 분     감독   브렉 에이즈너 출연   빈 디젤  로즈 레슬리  일라이저 우드
374,덤 앤 더머 투,"바비 패럴리,피터 패럴리",,(주)에이블엔터테인먼트,씨네그루(주)다우기술,2014-11-27,미국,343,192726,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=덤 앤 더머 투%09&section=all&ie=utf8,6.72,  코미디   미국 분     감독   바비 패럴리  피터 패럴리 출연   짐 캐리  제프 다니엘스  로리 홀든  캐서린 터너
375,폭풍전야,조창호,오퍼스픽쳐스,,(주)성원아이컴,2010-04-01,한국,134,52597,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=폭풍전야%09&section=all&ie=utf8,6.72,  멜로로맨스   한국 분     감독   조창호 출연   김남길  황우슬혜   드라마   영화   영국  미국 분     감독   리차드 론크레인 출연   알버트 피니  바네사 레드그레이브  짐 브로드벤트   한국 분     감독   박용호 출연   비룡  홍명진
