영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급
아더 크리스마스,베리 쿡,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-25,미국,356,622286,애니메이션,전체관람가
설리: 허드슨강의 기적,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-09-28,미국,573,627102,드라마,12세이상관람가
컨택트,드니 빌뇌브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-02,미국,605,629322,SF,12세이상관람가
스노우 화이트 앤 더 헌츠맨,루퍼트 샌더스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-05-30,미국,447,636631,액션,12세이상관람가
머니볼,베넷 밀러,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-17,미국,385,641099,드라마,12세이상관람가
리오,카를로스 살다나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-07-27,미국,333,645191,애니메이션,전체관람가
엔더스 게임,개빈 후드,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-12-31,미국,460,654212,SF,12세이상관람가
아이 엠 넘버 포,D.J. 카루소,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-02-24,미국,284,654386,액션,12세이상관람가
하늘에서 음식이 내린다면,"필 로드,크리스 밀러",소니 픽쳐스 애니메이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-02-11,미국,281,665096,애니메이션,전체관람가
패신저스,모튼 틸덤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,미국,608,668576,어드벤처,12세이상관람가
트롤,"마이크 미첼,월트 도른",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-16,미국,622,675966,애니메이션,전체관람가
앵그리버드 더 무비,"퍼갈 레일리,클레이 케이티스",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-05-19,미국,661,680606,애니메이션,전체관람가
픽셀,크리스 콜럼버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-16,미국,557,681945,액션,12세이상관람가
스텝 업 3D,존 추,오프스프링,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-08-05,미국,253,682712,드라마,12세이상관람가
인페르노,론 하워드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-10-19,미국,754,689071,미스터리,15세이상관람가
트랜센던스,월리 피스터,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-05-14,미국,417,696412,SF,12세이상관람가
고질라,가렛 에드워즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-05-15,미국,610,709734,액션,12세이상관람가
신데렐라,케네스 브래너,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-03-19,미국,531,716386,멜로/로맨스,전체관람가
런던 해즈 폴른,바박 나자피,,우성엔터테인먼트,메가박스중앙(주)플러스엠,2016-03-10,미국,523,731551,액션,15세이상관람가
"안녕, 헤이즐",조쉬 분,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-08-13,미국,323,744387,드라마,12세이상관람가
리오 2,카를로스 살다나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-01,미국,598,761404,애니메이션,전체관람가
공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-03-29,미국,807,764072,SF,15세이상관람가
레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-25,미국,599,765259,액션,청소년관람불가
잭 리처,크리스토퍼 맥쿼리,파라마운트 픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2013-01-17,미국,431,784031,액션,15세이상관람가
A-특공대,조 카나한,듄 엔터테인먼트,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-06-10,미국,330,791173,액션,15세이상관람가
하늘에서 음식이 내린다면 2,"코디 카메론,크리스 피언",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-11-21,미국,545,800062,애니메이션,전체관람가
헝거게임: 더 파이널,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-11-18,미국,661,806709,액션,15세이상관람가
하트 오브 더 씨,론 하워드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-12-03,미국,535,809755,액션,12세이상관람가
틴틴 : 유니콘호의 비밀,스티븐 스필버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-12-07,미국,644,814023,애니메이션,전체관람가
브리짓 존스의 베이비,샤론 맥과이어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-09-28,미국,509,820995,코미디,15세이상관람가
인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-09,미국,409,825517,공포(호러),15세이상관람가
존 카터: 바숨 전쟁의 서막 ,앤드류 스탠튼,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-08,미국,508,837426,SF,12세이상관람가
헝거게임: 모킹제이,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2014-11-20,미국,630,854377,어드벤처,15세이상관람가
레전드 오브 타잔,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-06-29,미국,593,858402,액션,12세이상관람가
오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-29,미국,707,864757,드라마,12세이상관람가
개구쟁이 스머프 2,라자 고스넬,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-01,미국,478,869805,애니메이션,전체관람가
몬스터 대학교,댄 스캔론,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-09-12,미국,381,870065,애니메이션,전체관람가
스카이 라인,"콜린 스트로즈,그렉 스트로즈",블랙먼데이필름서비스,㈜코리아스크린,(주)화앤담이엔티,2010-11-24,미국,431,873079,액션,12세이상관람가
디스 민즈 워,맥지,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-02-29,미국,351,873396,액션,15세이상관람가
메가마인드,톰 맥그라스,,씨제이엔터테인먼트,씨제이엔터테인먼트,2011-01-13,미국,414,875481,애니메이션,전체관람가
몬스터 호텔,젠디 타타코브스키,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-01-17,미국,489,884885,애니메이션,전체관람가
그것,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-06,미국,837,888386,공포(호러),15세이상관람가
타이탄의 분노,조나단 리브스만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-03-29,미국,535,893027,액션,12세이상관람가
투어리스트,플로리안 헨켈 폰 도너스마르크,지케이필름,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-12-09,미국,439,915359,드라마,15세이상관람가
주먹왕 랄프,리치 무어,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-12-19,미국,361,918183,애니메이션,전체관람가
갓 오브 이집트,알렉스 프로야스,,(주)나이너스엔터테인먼트,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016-03-03,미국,618,918678,어드벤처,12세이상관람가
매그니피센트 7,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-09-14,미국,579,921317,액션,15세이상관람가
슈퍼배드 2,"크리스 리노드,피에르 꼬팽",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-09-12,미국,421,925108,애니메이션,전체관람가
애나벨,존 R. 레오네티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-10-02,미국,464,925813,공포(호러),15세이상관람가
미 비포 유,테아 샤록,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-06-01,미국,481,939658,멜로/로맨스,12세이상관람가
크루즈 패밀리,"커크 드 미코,크리스 샌더스",,씨제이이앤엠(주),씨제이이앤엠(주),2013-05-16,미국,525,941615,애니메이션,전체관람가
월터의 상상은 현실이 된다,벤 스틸러,,"유니콘텐츠,주식회사 레드아이스,이십세기폭스코리아(주)","글뫼 주식회사,이십세기폭스코리아(주)",2013-12-31,미국,378,941672,어드벤처,12세이상관람가
스텝업4 : 레볼루션,스콧 스피어,,(주)나이너스엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2012-08-15,미국,281,953871,멜로/로맨스,12세이상관람가
잭 더 자이언트 킬러,브라이언 싱어,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-02-28,미국,507,956154,판타지,12세이상관람가
스타워즈: 라스트 제다이,라이언 존슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-12-14,미국,1107,959578,액션,12세이상관람가
프로메테우스,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-06-06,미국,521,970275,SF,청소년관람불가
에픽 : 숲속의 전설 ,크리스 웻지,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-08-07,미국,471,973703,애니메이션,전체관람가
로보캅,호세 파딜라,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-02-13,미국,627,979509,액션,12세이상관람가
파퍼씨네 펭귄들,마크 워터스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-09-07,미국,333,979739,코미디,전체관람가
맨 인 더 다크,페드 알바레즈,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-10-05,미국,671,999047,스릴러,청소년관람불가
스카이스크래퍼,로슨 마샬 터버,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-07-11,미국,831,1001073,액션,12세이상관람가
라푼젤,"네이슨 그레노,바이론 하워드",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-02-10,미국,328,1006075,애니메이션,전체관람가
셔터 아일랜드,마틴 스콜세지,파라마운트 픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-03-18,미국,275,1006833,드라마,15세이상관람가
본 레거시,토니 길로이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,미국,585,1015711,액션,15세이상관람가
로그 원: 스타워즈 스토리,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2016-12-28,미국,907,1019309,액션,12세이상관람가
개구쟁이 스머프,라자 고스넬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-08-11,미국,399,1027438,애니메이션,전체관람가
지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-10-19,미국,854,1028384,액션,12세이상관람가
슈퍼  배드,"피에르 꼬팽,크리스 리노드",일루미네이션 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-09-16,미국,321,1043904,애니메이션,전체관람가
더 울버린,제임스 맨골드,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-07-25,미국,707,1075333,액션,15세이상관람가
가디언즈,피터 램지,드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2012-11-29,미국,470,1075584,애니메이션,전체관람가
퍼시픽 림: 업라이징,스티븐 S. 드나이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-21,미국,1145,1077238,액션,15세이상관람가
박물관이 살아있다 : 비밀의 무덤,숀 레비,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-14,미국,500,1101678,어드벤처,전체관람가
라이트 아웃,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-08-24,미국,659,1111158,공포(호러),15세이상관람가
헝거게임: 캣칭 파이어,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2013-11-21,미국,630,1125739,판타지,15세이상관람가
잃어버린 세계를 찾아서 2: 신비의 섬,브래드 페이튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-01-19,미국,398,1149628,액션,전체관람가
스타트렉 비욘드,저스틴 린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-08-17,미국,716,1157472,액션,12세이상관람가
워크래프트: 전쟁의 서막,던칸 존스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-06-09,미국,736,1163120,액션,12세이상관람가
